,nome,checklist,percentage_equal,accuracy,precision,recall,f1_score,confusion_matrix,num
0,det_00041_15-01-2025,Contratti,30.0,0.3,0.26,0.3,0.275,"[[0 2 1]
 [1 1 1]
 [0 2 2]]",0
1,det_00062_17-01-2025,Determine,58.333333333333336,0.5833333333333334,0.5761904761904763,0.5833333333333334,0.5694444444444444,"[[0 1 0]
 [0 5 3]
 [0 1 2]]",1
2,det_00427_28-02-2025,Determine,41.66666666666667,0.4166666666666667,0.44345238095238093,0.4166666666666667,0.42698412698412697,"[[0 1 0]
 [1 4 3]
 [0 2 1]]",2
