,Determina,Modello,Temperature,Checklist,Municipality,determina_in,accuracy,precision,recall,f1_score,balanced_accuracy,confusion_matrix
173,det_00062_17-01-2025,llama-3.3-70B,1.0,Determine,Lucca,system,0.6363636363636364,0.5656565656565656,0.6363636363636364,0.5989304812834224,0.2916666666666667,"[[0, 1, 0], [0, 7, 1], [1, 1, 0]]"
174,det_00427_28-02-2025,llama-3.3-70B,1.0,Determine,Lucca,system,0.36363636363636365,0.4848484848484848,0.36363636363636365,0.41558441558441556,0.16666666666666666,"[[0, 1, 0], [0, 4, 0], [0, 1, 0]]"
175,det_00041_15-01-2025,Mistral-v0.3-7B,0.0,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
176,det_00062_17-01-2025,Mistral-v0.3-7B,0.0,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
177,det_00427_28-02-2025,Mistral-v0.3-7B,0.0,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
178,det_00041_15-01-2025,Mistral-v0.3-7B,0.01,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
179,det_00062_17-01-2025,Mistral-v0.3-7B,0.01,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
180,det_00427_28-02-2025,Mistral-v0.3-7B,0.01,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
181,det_00041_15-01-2025,Mistral-v0.3-7B,0.2,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
182,det_00062_17-01-2025,Mistral-v0.3-7B,0.2,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
183,det_00427_28-02-2025,Mistral-v0.3-7B,0.2,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
184,det_00041_15-01-2025,Mistral-v0.3-7B,0.4,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
185,det_00062_17-01-2025,Mistral-v0.3-7B,0.4,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
186,det_00427_28-02-2025,Mistral-v0.3-7B,0.4,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
187,det_00041_15-01-2025,Mistral-v0.3-7B,0.5,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
188,det_00062_17-01-2025,Mistral-v0.3-7B,0.5,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
189,det_00427_28-02-2025,Mistral-v0.3-7B,0.5,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
190,det_00041_15-01-2025,Mistral-v0.3-7B,0.6,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
191,det_00062_17-01-2025,Mistral-v0.3-7B,0.6,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
192,det_00427_28-02-2025,Mistral-v0.3-7B,0.6,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
193,det_00041_15-01-2025,Mistral-v0.3-7B,0.8,Contratti,Lucca,system,0.3333333333333333,0.125,0.3333333333333333,0.1818181818181818,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [1, 2, 0]]"
194,det_00062_17-01-2025,Mistral-v0.3-7B,0.8,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
195,det_00427_28-02-2025,Mistral-v0.3-7B,0.8,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
196,det_00041_15-01-2025,Mistral-v0.3-7B,1.0,Contratti,Lucca,system,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[[0, 3, 0], [0, 3, 0], [0, 3, 0]]"
197,det_00062_17-01-2025,Mistral-v0.3-7B,1.0,Determine,Lucca,system,0.8181818181818182,0.7636363636363637,0.8181818181818182,0.7676767676767677,0.5,"[[0, 1, 0], [0, 8, 0], [0, 1, 1]]"
198,det_00427_28-02-2025,Mistral-v0.3-7B,1.0,Determine,Lucca,system,0.7272727272727273,0.5289256198347108,0.7272727272727273,0.6124401913875598,0.3333333333333333,"[[0, 1, 0], [0, 8, 0], [0, 2, 0]]"
199,DET_DETE_345_2025,Mistral-v0.3-7B,0.0,Affidamento Diretto,Olbia,system,0.7083333333333334,0.6117424242424242,0.7083333333333334,0.6565040650406504,0.2982456140350877,"[[0, 6, 0], [1, 34, 3], [0, 4, 0]]"
200,DET_DETE_345_2025,Mistral-v0.3-7B,0.01,Affidamento Diretto,Olbia,system,0.7083333333333334,0.6117424242424242,0.7083333333333334,0.6565040650406504,0.2982456140350877,"[[0, 6, 0], [1, 34, 3], [0, 4, 0]]"
201,DET_DETE_345_2025,Mistral-v0.3-7B,0.2,Affidamento Diretto,Olbia,system,0.7083333333333334,0.6117424242424242,0.7083333333333334,0.6565040650406504,0.2982456140350877,"[[0, 6, 0], [1, 34, 3], [0, 4, 0]]"
202,DET_DETE_345_2025,Mistral-v0.3-7B,0.4,Affidamento Diretto,Olbia,system,0.7291666666666666,0.6157407407407408,0.7291666666666666,0.6676706827309237,0.30701754385964913,"[[0, 6, 0], [0, 35, 3], [0, 4, 0]]"
203,DET_DETE_345_2025,Mistral-v0.3-7B,0.5,Affidamento Diretto,Olbia,system,0.7083333333333334,0.6117424242424242,0.7083333333333334,0.6565040650406504,0.2982456140350877,"[[0, 6, 0], [1, 34, 3], [0, 4, 0]]"
204,DET_DETE_345_2025,Mistral-v0.3-7B,0.6,Affidamento Diretto,Olbia,system,0.7291666666666666,0.6157407407407408,0.7291666666666666,0.6676706827309237,0.30701754385964913,"[[0, 6, 0], [0, 35, 3], [0, 4, 0]]"
205,DET_DETE_345_2025,Mistral-v0.3-7B,0.8,Affidamento Diretto,Olbia,system,0.7083333333333334,0.6117424242424242,0.7083333333333334,0.6565040650406504,0.2982456140350877,"[[0, 6, 0], [1, 34, 3], [0, 4, 0]]"
206,DET_DETE_345_2025,Mistral-v0.3-7B,1.0,Affidamento Diretto,Olbia,system,0.7291666666666666,0.6157407407407408,0.7291666666666666,0.6676706827309237,0.30701754385964913,"[[0, 6, 0], [0, 35, 3], [0, 4, 0]]"
